field,operational_field,approved_debug_artifact_excluded,historical_missing_from_baseline_quickconfig,present_in_current_quickconfig,current_growth_since_baseline,authoritative_type,authoritative_default,authoritative_grid,authoritative_grid_source,authoritative_definition_selected,authoritative_definition_sites,inventory_sources,inventory_groups,catalog_present,family,required_npz_arrays,required_npz_arrays_basis,side_applicability,venue_applicability,timeframe_applicability,existing_vector_read,existing_vector_read_sites,rejected_vector_census_sites,existing_live_read,existing_live_read_sites,rejected_live_census_sites,recommended_disjoint_vector_tranche
LOG_FILE_EZ_MARK_PRICES,True,False,True,False,False,Path,,[],NO_AUTHORITATIVE_GRID,"{""annotation"":""Path"",""default"":null,""line"":3565,""literal_default_available"":false,""source"":""config.py"",""type"":""Path""}","[{""annotation"":""Path"",""default"":null,""line"":3565,""literal_default_available"":false,""source"":""config.py"",""type"":""Path""}]","[""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED""]",False,LOG_FILE_EZ,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],12_NON_STRATEGY_OPERATIONS_REVIEW
LOG_FILE_EZ_PRICES,True,False,True,False,False,Path,,[],NO_AUTHORITATIVE_GRID,"{""annotation"":""Path"",""default"":null,""line"":3562,""literal_default_available"":false,""source"":""config.py"",""type"":""Path""}","[{""annotation"":""Path"",""default"":null,""line"":3562,""literal_default_available"":false,""source"":""config.py"",""type"":""Path""}]","[""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED""]",False,LOG_FILE_EZ,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],12_NON_STRATEGY_OPERATIONS_REVIEW
LOG_FILE_EZ_PRICES_WS,True,False,True,False,False,Path,,[],NO_AUTHORITATIVE_GRID,"{""annotation"":""Path"",""default"":null,""line"":3564,""literal_default_available"":false,""source"":""config.py"",""type"":""Path""}","[{""annotation"":""Path"",""default"":null,""line"":3564,""literal_default_available"":false,""source"":""config.py"",""type"":""Path""}]","[""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED""]",False,LOG_FILE_EZ,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],12_NON_STRATEGY_OPERATIONS_REVIEW
LOG_FILE_EZ_RANKINGS,True,False,True,False,False,Path,,[],NO_AUTHORITATIVE_GRID,"{""annotation"":""Path"",""default"":null,""line"":3639,""literal_default_available"":false,""source"":""config.py"",""type"":""Path""}","[{""annotation"":""Path"",""default"":null,""line"":3639,""literal_default_available"":false,""source"":""config.py"",""type"":""Path""}]","[""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED""]",False,LOG_FILE_EZ,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],12_NON_STRATEGY_OPERATIONS_REVIEW
LOG_FILE_TRADIER_MANAGE,True,False,True,False,False,Path,,[],NO_AUTHORITATIVE_GRID,"{""annotation"":""Path"",""default"":null,""line"":1959,""literal_default_available"":false,""source"":""config_tradier.py"",""type"":""Path""}","[{""annotation"":""Path"",""default"":null,""line"":4473,""literal_default_available"":false,""source"":""config.py"",""type"":""Path""},{""annotation"":""Path"",""default"":null,""line"":1959,""literal_default_available"":false,""source"":""config_tradier.py"",""type"":""Path""}]","[""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED""]",False,LOG_FILE_TRADIER,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,TRADIER,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],12_NON_STRATEGY_OPERATIONS_REVIEW
LOG_FILE_TRADIER_POSITIONS,True,False,True,False,False,Path,,[],NO_AUTHORITATIVE_GRID,"{""annotation"":""Path"",""default"":null,""line"":1958,""literal_default_available"":false,""source"":""config_tradier.py"",""type"":""Path""}","[{""annotation"":""Path"",""default"":null,""line"":4474,""literal_default_available"":false,""source"":""config.py"",""type"":""Path""},{""annotation"":""Path"",""default"":null,""line"":1958,""literal_default_available"":false,""source"":""config_tradier.py"",""type"":""Path""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,LOG_FILE_TRADIER,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,TRADIER,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],12_NON_STRATEGY_OPERATIONS_REVIEW
LOG_FILE_TRADIER_PRICES,True,False,True,False,False,Path,,[],NO_AUTHORITATIVE_GRID,"{""annotation"":""Path"",""default"":null,""line"":1957,""literal_default_available"":false,""source"":""config_tradier.py"",""type"":""Path""}","[{""annotation"":""Path"",""default"":null,""line"":4475,""literal_default_available"":false,""source"":""config.py"",""type"":""Path""},{""annotation"":""Path"",""default"":null,""line"":1957,""literal_default_available"":false,""source"":""config_tradier.py"",""type"":""Path""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,LOG_FILE_TRADIER,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,TRADIER,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],12_NON_STRATEGY_OPERATIONS_REVIEW
LOG_INTERVAL_SECONDS,True,False,True,False,False,int,10,[10],DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""int"",""default"":10,""line"":3852,""literal_default_available"":true,""source"":""config.py"",""type"":""int""}","[{""annotation"":""int"",""default"":10,""line"":3852,""literal_default_available"":true,""source"":""config.py"",""type"":""int""},{""annotation"":""int"",""default"":10,""line"":2412,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""int""}]","[""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED""]",False,LOG_INTERVAL_SECONDS,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],12_NON_STRATEGY_OPERATIONS_REVIEW
LOG_MAX_BYTES,True,False,True,False,False,int,,[],NO_AUTHORITATIVE_GRID,"{""annotation"":""int"",""default"":null,""line"":1960,""literal_default_available"":false,""source"":""config_tradier.py"",""type"":""int""}","[{""annotation"":""int"",""default"":null,""line"":4476,""literal_default_available"":false,""source"":""config.py"",""type"":""int""},{""annotation"":""int"",""default"":null,""line"":1960,""literal_default_available"":false,""source"":""config_tradier.py"",""type"":""int""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,LOG_MAX_BYTES,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],True,"[""tradier_indicators.py:86:<module>:attribute"",""tradier_rankings.py:153:<module>:attribute""]",[],12_NON_STRATEGY_OPERATIONS_REVIEW
LONG_ENABLED,True,False,True,False,False,UNKNOWN,,[],NO_AUTHORITATIVE_GRID,,[],"[""RECENT_RESULTS_5D""]","[""RECENT_5D""]",False,LONG_ENABLED,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,LONG,BOTH,"[""ANY_AVAILABLE""]",True,"[""v12_wide_engine.py:11017:_wire_weak_vec_long_enabled:getattr"",""v12_wide_engine.py:11728:_ensure_wired_vec_remaining_scorer:getattr""]",[],False,[],[],11_CROSS_CUTTING_OTHER
LONG_STRUCT_EXIT_TF,True,False,True,False,False,str,D,"[""D""]",DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""str"",""default"":""D"",""line"":4477,""literal_default_available"":true,""source"":""config.py"",""type"":""str""}","[{""annotation"":""str"",""default"":""D"",""line"":4477,""literal_default_available"":true,""source"":""config.py"",""type"":""str""},{""annotation"":""str"",""default"":""D"",""line"":726,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""str""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,LONG_STRUCT_EXIT,"[""close_D"",""high_D"",""low_D""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,LONG,BOTH,"[""D""]",False,[],[],False,[],[],06_EXIT_SIGNALS_FILTERS
LONG_WAIT_DIRECT_BOUNCE_DISTANCE,True,False,True,False,False,float,0.015,[0.015],DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""float"",""default"":0.015,""line"":4478,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}","[{""annotation"":""float"",""default"":0.015,""line"":4478,""literal_default_available"":true,""source"":""config.py"",""type"":""float""},{""annotation"":""float"",""default"":0.015,""line"":860,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""float""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,LONG_WAIT_DIRECT,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,LONG,BOTH,"[""ANY_AVAILABLE""]",False,[],[],True,"[""tradier_manage.py:1590:_shared_direct_entry_claim:_cfg""]",[],11_CROSS_CUTTING_OTHER
LONG_WAIT_DIRECT_BOUNCE_TIMEFRAME,True,False,True,False,False,str,15m,"[""15m""]",DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""str"",""default"":""15m"",""line"":4479,""literal_default_available"":true,""source"":""config.py"",""type"":""str""}","[{""annotation"":""str"",""default"":""15m"",""line"":4479,""literal_default_available"":true,""source"":""config.py"",""type"":""str""},{""annotation"":""str"",""default"":""15m"",""line"":859,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""str""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,LONG_WAIT_DIRECT,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,LONG,BOTH,"[""15m""]",False,[],[],True,"[""tradier_manage.py:1545:_shared_direct_entry_claim:_cfg""]",[],11_CROSS_CUTTING_OTHER
LONG_WAIT_DIRECT_CONFIRMATION,True,False,True,False,False,str,stoch5,"[""stoch5""]",DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""str"",""default"":""stoch5"",""line"":4480,""literal_default_available"":true,""source"":""config.py"",""type"":""str""}","[{""annotation"":""str"",""default"":""stoch5"",""line"":4480,""literal_default_available"":true,""source"":""config.py"",""type"":""str""},{""annotation"":""str"",""default"":""stoch5"",""line"":863,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""str""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,LONG_WAIT_DIRECT,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,LONG,BOTH,"[""ANY_AVAILABLE""]",False,[],[],True,"[""tradier_manage.py:1549:_shared_direct_entry_claim:_cfg""]",[],11_CROSS_CUTTING_OTHER
LONG_WAIT_DIRECT_DEEP_K4H,True,False,True,False,False,float,50.0,[50.0],DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""float"",""default"":50.0,""line"":4481,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}","[{""annotation"":""float"",""default"":50.0,""line"":4481,""literal_default_available"":true,""source"":""config.py"",""type"":""float""},{""annotation"":""float"",""default"":50.0,""line"":861,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""float""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,LONG_WAIT_DIRECT,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,LONG,BOTH,"[""ANY_AVAILABLE""]",False,[],[],True,"[""tradier_manage.py:1594:_shared_direct_entry_claim:_cfg""]",[],11_CROSS_CUTTING_OTHER
LONG_WAIT_DIRECT_ENABLED,True,False,True,False,False,bool,False,"[true,false]",SWITCH_CATALOG_TEST_VALUES,"{""annotation"":""bool"",""default"":false,""line"":4482,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}","[{""annotation"":""bool"",""default"":false,""line"":4482,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""},{""annotation"":""bool"",""default"":false,""line"":858,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""bool""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D"",""SWITCH_CATALOG""]","[""ENGINE_AUTO_WIRED"",""OTHER"",""RECENT_5D""]",True,LONG_WAIT_DIRECT,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,LONG,BOTH,"[""ANY_AVAILABLE""]",True,"[""v12_wide_engine.py:3978:simulate_one_symbol:getattr""]",[],True,"[""tradier_manage.py:1539:_shared_direct_entry_claim:_cfg"",""tradier_manage.py:25621:_wire_weak_tm_long_wait_direct_enabled:_cfg""]",[],11_CROSS_CUTTING_OTHER
LONG_WAIT_DIRECT_TURN_K1H,True,False,True,False,False,float,40.0,[40.0],DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""float"",""default"":40.0,""line"":4483,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}","[{""annotation"":""float"",""default"":40.0,""line"":4483,""literal_default_available"":true,""source"":""config.py"",""type"":""float""},{""annotation"":""float"",""default"":40.0,""line"":862,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""float""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,LONG_WAIT_DIRECT,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,LONG,BOTH,"[""ANY_AVAILABLE""]",False,[],[],True,"[""tradier_manage.py:1598:_shared_direct_entry_claim:_cfg""]",[],11_CROSS_CUTTING_OTHER
LOSERS_15M_FILE,True,False,True,False,False,Path,,[],NO_AUTHORITATIVE_GRID,"{""annotation"":""Path"",""default"":null,""line"":3627,""literal_default_available"":false,""source"":""config.py"",""type"":""Path""}","[{""annotation"":""Path"",""default"":null,""line"":3627,""literal_default_available"":false,""source"":""config.py"",""type"":""Path""}]","[""DISCONNECTED_LIVE_PATHS"",""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED"",""GLOBAL""]",False,GLOBAL,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""15m""]",False,[],[],True,"[""ez_manage.py:17057:load_leaderboards:attribute"",""ez_positions_quick.py:10868:manual_load_leaderboards:attribute""]",[],11_CROSS_CUTTING_OTHER
LOSERS_20_FILE,True,False,True,False,False,Path,,[],NO_AUTHORITATIVE_GRID,"{""annotation"":""Path"",""default"":null,""line"":3625,""literal_default_available"":false,""source"":""config.py"",""type"":""Path""}","[{""annotation"":""Path"",""default"":null,""line"":3625,""literal_default_available"":false,""source"":""config.py"",""type"":""Path""}]","[""DISCONNECTED_LIVE_PATHS"",""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED"",""GLOBAL""]",False,GLOBAL,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],True,"[""ez_manage.py:17063:load_leaderboards:attribute"",""ez_positions_quick.py:10866:manual_load_leaderboards:attribute""]",[],11_CROSS_CUTTING_OTHER
LOSS_CUT_ENABLED,True,False,True,False,False,bool,False,"[false,true]",TYPE_COMPLETE_BOOL_GRID,"{""annotation"":""bool"",""default"":false,""line"":2434,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}","[{""annotation"":""bool"",""default"":false,""line"":2434,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""},{""annotation"":""bool"",""default"":false,""line"":2414,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""bool""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,LOSS_CUT_ENABLED,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",True,"[""v12_wide_engine.py:3985:simulate_one_symbol:getattr""]",[],True,"[""tradier_manage.py:25628:_wire_weak_tm_loss_cut_enabled:_cfg""]",[],11_CROSS_CUTTING_OTHER
LOSS_EXIT_HEDGE_MODE_BLOCK_ESCAPE_ENABLED,True,False,True,False,False,bool,False,"[false,true]",TYPE_COMPLETE_BOOL_GRID,"{""annotation"":""bool"",""default"":false,""line"":1611,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}","[{""annotation"":""bool"",""default"":false,""line"":1611,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""},{""annotation"":""bool"",""default"":false,""line"":2415,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""bool""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,LOSS_EXIT_HEDGE,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",True,"[""v12_wide_engine.py:3992:simulate_one_symbol:getattr""]",[],True,"[""ez_manage.py:45526:process_position:getattr""]",[],06_EXIT_SIGNALS_FILTERS
LOSS_EXIT_STALE_PRICE_ALLOW_NEAR_BE_ENABLED,True,False,True,False,False,bool,False,"[false,true]",TYPE_COMPLETE_BOOL_GRID,"{""annotation"":""bool"",""default"":false,""line"":1612,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}","[{""annotation"":""bool"",""default"":false,""line"":1612,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""},{""annotation"":""bool"",""default"":false,""line"":2417,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""bool""}]","[""DISCONNECTED_LIVE_PATHS"",""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""EXIT"",""RECENT_5D""]",False,EXIT,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",True,"[""v12_wide_engine.py:3999:simulate_one_symbol:getattr""]",[],True,"[""ez_positions_quick.py:14525:process_single_exit:getattr""]",[],06_EXIT_SIGNALS_FILTERS
LOSS_EXIT_STOP_FUNCTIONS_KILL_ENABLED,True,False,True,False,False,bool,False,"[false,true]",TYPE_COMPLETE_BOOL_GRID,"{""annotation"":""bool"",""default"":false,""line"":1610,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}","[{""annotation"":""bool"",""default"":false,""line"":1610,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""},{""annotation"":""bool"",""default"":false,""line"":2418,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""bool""}]","[""DISCONNECTED_LIVE_PATHS"",""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""EXIT"",""RECENT_5D""]",False,EXIT,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",True,"[""v12_wide_engine.py:4006:simulate_one_symbol:getattr""]",[],True,"[""ez_manage.py:45464:process_position:getattr""]",[],07_EXIT_STOPS_TRAILS_RISK
LOSS_EXIT_TECHNICAL_BYPASS,True,False,True,False,False,tuple,"[""LIQUIDATION"",""EMERGENCY_DC1H_BREACH"",""PARABOLIC_EXIT"",""GAIN_EROSION""]","[[""LIQUIDATION"",""EMERGENCY_DC1H_BREACH"",""PARABOLIC_EXIT"",""GAIN_EROSION""]]",DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""tuple"",""default"":[""LIQUIDATION"",""EMERGENCY_DC1H_BREACH"",""PARABOLIC_EXIT"",""GAIN_EROSION""],""line"":626,""literal_default_available"":true,""source"":""config.py"",""type"":""tuple""}","[{""annotation"":""tuple"",""default"":[""LIQUIDATION"",""EMERGENCY_DC1H_BREACH"",""PARABOLIC_EXIT"",""GAIN_EROSION""],""line"":626,""literal_default_available"":true,""source"":""config.py"",""type"":""tuple""},{""annotation"":""tuple"",""default"":[""LIQUIDATION"",""EMERGENCY_DC1H_BREACH"",""PARABOLIC_EXIT"",""GAIN_EROSION"",""R3_HTF_FLIP"",""R3_HTF_FLIP_4H"",""R4_STDEV_MACRO_TOP"",""R4_STDEV_MACRO_BOT"",""MTF_ATR_TRAIL"",""MTF_DC_REJECT"",""MTF_BB_REJECT"",""MTF_GR_WT_EXIT""],""line"":2633,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""tuple""}]","[""DISCONNECTED_LIVE_PATHS"",""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""EXIT"",""RECENT_5D""]",False,EXIT,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],True,"[""ez_positions_quick.py:14553:process_single_exit:getattr""]",[],06_EXIT_SIGNALS_FILTERS
LOSS_TECHNICAL_EXIT_NO_STALE_BLOCK,True,False,True,False,False,bool,True,"[false,true]",TYPE_COMPLETE_BOOL_GRID,"{""annotation"":""bool"",""default"":true,""line"":2166,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}","[{""annotation"":""bool"",""default"":true,""line"":2166,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}]","[""DISCONNECTED_LIVE_PATHS"",""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED"",""EXIT""]",False,EXIT,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],True,"[""ez_positions_quick.py:14529:process_single_exit:getattr""]",[],06_EXIT_SIGNALS_FILTERS
LR_BAND_E02_EXIT_ENABLED,True,False,True,False,False,bool,False,"[true,false]",SWITCH_CATALOG_TEST_VALUES,"{""annotation"":""bool"",""default"":false,""line"":4484,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}","[{""annotation"":""bool"",""default"":false,""line"":4484,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""},{""annotation"":""bool"",""default"":false,""line"":820,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""bool""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D"",""SWITCH_CATALOG""]","[""ENGINE_AUTO_WIRED"",""EXIT"",""RECENT_5D""]",True,LR_BAND_E02,"[""close_{tf}"",""high_{tf}"",""low_{tf}"",""lr_pct_b_{tf}"",""lr_slope_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",True,"[""v12_wide_engine.py:4013:simulate_one_symbol:getattr""]",[],True,"[""tradier_manage.py:12532:evaluate_stop:_cfg"",""tradier_manage.py:12886:evaluate_stop:_cfg"",""tradier_manage.py:18951:execute_now:_cfg"",""tradier_manage.py:25635:_wire_weak_tm_lr_band_e02_exit_enabled:_cfg""]",[],06_EXIT_SIGNALS_FILTERS
LR_BAND_LADDER_BASE_UNIT_USD,True,False,True,False,False,float,2000.0,"[1000.0,1500.0,2000.0,2500.0,3000.0]",SWITCH_CATALOG_TEST_VALUES,"{""annotation"":""float"",""default"":2000.0,""line"":4487,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}","[{""annotation"":""float"",""default"":2000.0,""line"":4487,""literal_default_available"":true,""source"":""config.py"",""type"":""float""},{""annotation"":""float"",""default"":2000.0,""line"":816,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""float""}]","[""DISCONNECTED_LIVE_PATHS"",""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D"",""SWITCH_CATALOG""]","[""ENGINE_AUTO_WIRED"",""FILTER"",""OTHER"",""RECENT_5D""]",True,LR_BAND_LADDER,"[""lr_pct_b_{tf}"",""lr_slope_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",True,"[""v12_wide_engine.py:1985:simulate_one_symbol:getattr""]",[],True,"[""tradier_manage.py:19638:execute_now:getattr""]",[],11_CROSS_CUTTING_OTHER
